id;Year;Title;WorldwideBox_office;DomesticBox_office;InternationalBox_office;production_cost;Runtime;release_date;Genre_1;Genre_2;Genre_3;original_language;popularity;Production_Companies;vote_average;vote_count;Cast;Director;IMDB_Rating;Metascore
300673;2016;The Finest Hours;52099090;275695580;;80000000;117;1;Action;Drama;History;en;26251;Red Hawk Entertainment;6585;1545;Chris Pine, Casey Affleck, Ben Foster;Craig Gillespie;670;580
301351;2015;We Are Your Friends;11100000;35914170;;6000000;96;8;Drama;Music;Romance;en;44163;Working Title Films;6755;2257;Zac Efron, Wes Bentley, Emily Ratajkowski;Max Joseph;620;460
301365;2016;The Neon Demon;3400000;13331240;;7000000;118;5;Thriller;Horror;;en;23488;Space Rocket Nation;65;3615;Elle Fanning, Christina Hendricks, Keanu Reeves;Nicolas Winding Refn;610;510
302156;2016;Criminal;14708696;147086960;;31500000;113;4;Action;Crime;Science Fiction;en;35226;BenderSpink;62;1650;Kevin Costner, Ryan Reynolds, Gal Gadot;Ariel Vromen;630;360
302688;2016;My Big Fat Greek Wedding 2;90632641;596896050;;18000000;94;3;Romance;Comedy;Family;en;19995;Universal Pictures;60;967;Nia Vardalos, John Corbett, Michael Constantine;Kirk Jones;600;370
302699;2016;Central Intelligence;216972543;1274408710;;50000000;107;6;Action;Comedy;Crime;en;63986;New Line Cinema;6414;5686;Dwayne Johnson, Kevin Hart, Danielle Nicolet;Rawson Marshall Thurber;630;520
303858;2016;Money Monster;93282604;410120750;;27000000;98;5;Thriller;Drama;;en;18858;TriStar Pictures;6441;2844;George Clooney, Julia Roberts, Jack O'Connell;Jodie Foster;650;550
304357;2015;Woman in Gold;61619773;333077930;;11000000;109;3;Drama;;;en;24111;Origin Pictures;73;1341;Helen Mirren, Ryan Reynolds, Daniel Brühl;Simon Curtis;730;510
306745;2015;Freeheld;573335;5462010;;7000000;103;10;Romance;Drama;;en;16962;Double Feature Films;73;627;Julianne Moore, Elliot Page, Steve Carell;Peter Sollett;660;500
307081;2015;Southpaw;91709827;524219530;;30000000;123;3;Action;Drama;;en;56207;Fuqua Films;7366;5316;Jake Gyllenhaal, Rachel McAdams, Oona Laurence;Antoine Fuqua;730;570
308531;2016;Teenage Mutant Ninja Turtles: Out of the Shadows;245600000;820516010;;135000000;112;6;Action;Adventure;Comedy;en;56253;5150 Action;6016;3366;Megan Fox, Will Arnett, Tyler Perry;Dave Green;590;400
308639;2015;Dope;17986781;175064700;;7000000;103;6;Crime;Drama;Comedy;en;17155;Revolt Films;7081;1425;Shameik Moore, Tony Revolori, Kiersey Clemons;Rick Famuyiwa;720;720
309425;2015;Do You Believe?;14410698;129856000;;2300000;115;3;Drama;Drama;;en;24426;Toy Gun Films;65;128;Mira Sorvino, Sean Astin, Alexa PenaVega;Jon Gunn;600;220
309809;2015;The Little Prince;97571250;13391520;;64000000;108;7;Adventure;Animation;Fantasy;en;37097;Orange Studio;76;2680;Jeff Bridges, Mackenzie Foy, Rachel McAdams;Mark Osborne;770;700
312221;2015;Creed;17360000;1097788830;;37000000;133;11;Action;Drama;;en;55204;Metro-Goldwyn-Mayer;7414;7173;Michael B. Jordan, Sylvester Stallone, Tessa Thompson;Ryan Coogler;760;820
314365;2015;Spotlight;98700000;450557760;;20000000;129;11;Drama;History;History;en;33074;Participant;7817;7980;Mark Ruffalo, Michael Keaton, Rachel McAdams;Tom McCarthy;810;930
314385;2015;By the Sea;3727746;5384600;;10000000;122;11;Drama;Romance;;en;18579;Pellikola;56;570;Brad Pitt, Angelina Jolie, Mélanie Laurent;Angelina Jolie;530;440
315664;2016;Florence Foster Jenkins;48902953;273837700;;29000000;110;5;Comedy;Drama;;en;16172;BBC Film;67;1409;Meryl Streep, Hugh Grant, Simon Helberg;Stephen Frears;680;710
316152;2016;Free State of Jones;25035950;208100360;;50000000;140;6;Action;Drama;History;en;18002;STXfilms;674;1437;Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali;Gary Ross;690;530
316727;2016;The Purge: Election Year;118587880;792133750;;10000000;105;6;Action;Horror;Thriller;en;46527;Why Not Productions;64;5072;Frank Grillo, Elizabeth Mitchell, Mykelti Williamson;James DeMonaco;600;550
318846;2015;The Big Short;133346506;702598700;;28000000;131;12;Comedy;Drama;;en;3504;Paramount;7351;8663;Christian Bale, Steve Carell, Ryan Gosling;Adam McKay;780;810
318850;2016;The Young Messiah;6500000;64904010;;18500000;120;3;Drama;;;en;13557;Focus Features;64;124;Adam Greaves-Neal, Vincent Walsh, Sara Lazzaro;Cyrus Nowrasteh;570;330
321258;2016;The Boy;73929392;358195560;;10000000;98;1;Horror;Thriller;Mystery;en;30086;Lakeshore Entertainment;60;3646;Lauren Cohan, Rupert Evans, James Russell;William Brent Bell;600;420
321697;2015;Steve Jobs;34400000;177666580;;30000000;122;10;Drama;History;;en;24944;Universal Pictures;6769;3995;Michael Fassbender, Kate Winslet, Seth Rogen;Danny Boyle;720;820
321741;2015;Concussion;50400000;345424740;;35000000;123;11;Drama;;;en;18413;Village Roadshow Pictures;7081;2465;Will Smith, Alec Baldwin, Albert Brooks;Peter Landesman;710;550
323675;2016;Ride Along 2;124827316;912218300;;40000000;102;1;Action;Comedy;;en;27058;Reel Chefs Catering;6256;1614;Ice Cube, Kevin Hart, Tika Sumpter;Tim Story;590;320
323676;2016;The Boss;78600000;632858850;;29000000;91;4;Comedy;;;en;17041;Universal Pictures;58;1279;Melissa McCarthy, Kristen Bell, Peter Dinklage;Ben Falcone;540;400
323677;2016;Race;24804129;192062070;;5000000;134;2;Drama;History;;en;18427;Trinity Race;73;1492;Stephan James, Jason Sudeikis, Eli Goree;Stephen Hopkins;710;560
324668;2016;Jason Bourne;415484914;1624344100;;120000000;123;7;Action;Thriller;;en;61043;The Kennedy/Marshall Company;6344;5525;Matt Damon, Tommy Lee Jones, Alicia Vikander;Paul Greengrass;660;580
325133;2016;Neighbors 2: Sorority Rising;108800000;554557650;;35000000;92;5;Comedy;;;en;44445;Perfect World Pictures;582;4269;Seth Rogen, Rose Byrne, Zac Efron;Nicholas Stoller;570;580
325789;2016;The Infiltrator;21011110;154368080;;28000000;127;7;Crime;Drama;Thriller;en;195;Good Films Collective;667;1609;Bryan Cranston, John Leguizamo, Diane Kruger;Brad Furman;700;660
328111;2016;The Secret Life of Pets;875457937;3686238600;;75000000;86;6;Adventure;Comedy;Animation;en;16361;Illumination;63;7839;Louis C.K., Eric Stonestreet, Kevin Hart;Chris Renaud;650;610
328387;2016;Nerve;85241496;385836260;;19000000;96;6;Mystery;Adventure;Crime;en;24535;Lionsgate;70;6668;Emma Roberts, Dave Franco, Emily Meade;Henry Joost, Ariel Schulman;650;580
328425;2015;The Gift;58978653;437872650;;5000000;108;7;Thriller;Mystery;Drama;en;25288;Blumhouse Productions;6707;3092;Jason Bateman, Rebecca Hall, Joel Edgerton;Joel Edgerton;700;770
329440;2016;The Forest;37608299;265942610;;10000000;95;1;Horror;Thriller;Mystery;en;3238;Lava Bear;5235;1686;Natalie Dormer, Eoin Macken, Stephanie Vogt;Jason Zada;480;340
329833;2016;Zoolander 2;56700000;288486930;;50000000;100;2;Comedy;Adventure;Action;en;278;Paramount;4901;2150;Ben Stiller, Owen Wilson, Penélope Cruz;Ben Stiller;470;340
331190;2015;Captive;2801508;25833010;;2000000;97;9;Crime;Drama;Thriller;en;75791;Itaca Films;57;258;Kate Mara, David Oyelowo, Mimi Rogers;Jerry Jameson;540;360
332567;2016;The Shallows;119100000;551240430;;17000000;86;6;Horror;Drama;Thriller;en;45866;Columbia Pictures;6352;4905;Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo;Jaume Collet-Serra;630;590
333348;2015;Love the Coopers;42426912;263027310;;17000000;107;11;Drama;Comedy;Family;en;23811;Imagine Entertainment;60;754;Steve Martin, Diane Keaton, John Goodman;Jessie Nelson;580;310
333371;2016;10 Cloverfield Lane;110216998;720829980;;15000000;104;3;Thriller;Science Fiction;Drama;en;42651;Bad Robot;6985;7599;John Goodman, Mary Elizabeth Winstead, John Gallagher Jr.;Dan Trachtenberg;720;760
335778;2016;Risen;46100000;368800330;;20000000;107;2;Action;Adventure;Drama;en;31746;Patrick Aiello Productions;6178;805;Joseph Fiennes, Tom Felton, Peter Firth;Kevin Reynolds;630;510
336004;2015;Heist;4100000;501360;;8900000;93;11;Action;Crime;Thriller;en;26859;Silver Plane Films;61;881;Robert De Niro, Jeffrey Dean Morgan, Dave Bautista;Scott Mann;610;370
339408;2016;The Birth of a Nation;15861566;158615660;;8500000;120;9;Drama;;;en;13898;Tiny Giant Entertainment;65;507;Nate Parker, Armie Hammer, Penelope Ann Miller;Nate Parker;650;690
339984;2016;Miracles from Heaven;74000000;617051230;;16000000;119;3;Family;Drama;;en;56951;Columbia Pictures;74;1143;Jennifer Garner, Kylie Rogers, Martin Henderson;Patricia Riggen;710;440
340611;2016;Indignation;3924527;34011550;;0;110;7;Drama;Romance;;en;8109;Likely Story;64;257;Logan Lerman, Sarah Gadon, Tijuana Ricks;James Schamus;670;780
342521;2016;Keanu;20609977;205918530;;15000000;100;4;Action;Comedy;Crime;en;17193;New Line Cinema;6069;1000;Keegan-Michael Key, Jordan Peele, Tiffany Haddish;Peter Atencio;620;630
343795;2015;90 Minutes in Heaven;4842699;48426990;;5000000;121;9;Drama;;;en;22355;Giving Films;59;151;Kate Bosworth, Hayden Christensen, Hudson Meek;Michael Polish;490;280
345911;2016;Lights Out;148868835;672688350;;4900000;81;7;Horror;Thriller;;en;30173;New Line Cinema;6345;3732;Teresa Palmer, Gabriel Bateman, Maria Bello;David F. Sandberg;630;580
347126;2016;God's Not Dead 2;23507567;207745750;;5000000;121;4;Drama;;;en;3297;Pure Flix Entertainment;61;386;Melissa Joan Hart, Jesse Metcalfe, David A.R. White;Harold Cronk;430;220
351819;2016;Fifty Shades of Black;21164799;116869400;;20000000;92;1;Romance;Comedy;;en;32487;Wayans Alvarez Productions;49;1293;Marlon Wayans, Kali Hawk, Fred Willard;Michael Tiddes;350;280
364083;2015;Mi America;3330;33300;;2100000;126;10;Drama;Crime;;en;1132;Industrial House Films;0;0;Robert Fontaine, Michael Brainard, Grant Boyd;Robert Fontaine;670;
365222;2015;Ip Man 3;157000000;26794370;;36000000;105;12;Action;Drama;History;cn;25411;Dreams Salon Entertainment Culture;7008;1647;Donnie Yen, Lynn Xiong, Jin Zhang;Wilson Yip;700;570
376659;2016;Bad Moms;183936074;1132572970;;20000000;100;7;Comedy;;;en;26652;STXfilms;65;3972;Mila Kunis, Kathryn Hahn, Kristen Bell;Jon Lucas, Scott Moore;620;600
381902;2016;The Monkey King 2;193677158;7099820;;68490000;120;1;Action;Adventure;Fantasy;zh;23797;Filmko Pictures;59;88;Aaron Kwok, Gong Li, William Shao-Feng Feng;Soi Cheang;590;
407887;2016;Operation Chromite;49196532;10233480;;12700000;111;7;History;Drama;War;ko;21772;Taewon Entertainment;59;195;Liam Neeson, Lee Jung-jae, Lee Beom-su;John H. Lee;620;500
417859;2011;Puss in Boots;554987477;1492605040;;130000000;90;10;Animation;Family;Fantasy;en;57685;DreamWorks Animation;6554;3798;Antonio Banderas, Salma Hayek, Zach Galifianakis;Chris Miller;660;650
