ID;Title
12569;Extract
45324;Casino Jack
256924;Danny Collins
71859;We Need to Talk About Kevin
10366;Universal Soldier: The Return
2639;Deconstructing Harry
11699;Bad Lieutenant: Port of Call - New Orleans
146227;Getaway
289;Casablanca
17926;Undiscovered
252680;Moms' Night Out
1443;The Virgin Suicides
13685;Bottle Rocket
10744;The Cooler
10533;The Scarlet Letter
24113;Town & Country
64639;Straw Dogs
18925;Facing the Giants
10534;White Squall
15976;The Bubble
13408;The Wash
51588;Prom
13193;Saved!
11023;Thirteen
13056;Punisher: War Zone
1408;Cutthroat Island
15647;Kissing Jessica Stein
31005;Moonlight Mile
1587;What's Eating Gilbert Grape
15907;Duma
205588;Our Kind of Traitor
868;Tsotsi
68818;Blackthorn
14325;The Express
17431;Moon
1688;Conquest of the Planet of the Apes
79694;The Apparition
3083;Mr. Smith Goes to Washington
11363;She's the One
157841;The Young and Prodigious T.S. Spivet
44113;Stone
1717;All the King's Men
5126;Martian Child
14358;Mad Hot Ballroom
4816;Ghost Dog: The Way of the Samurai
12412;Miracle at St. Anna
72359;Peeples
2211;Aimée & Jaguar
53862;Trippin'
15198;Mystery, Alaska
59930;The Inkwell
1705;Battle for the Planet of the Apes
1548;Ghost World
83770;On the Road
10186;The Rocker
2056;The Station Agent
162903;The Fifth Estate
26791;Brigham City
1950;Lucky You
46829;Barney's Version
20761;Play It to the Bone
12596;Pushing Tin
6478;Beyond the Sea
11051;The Last Temptation of Christ
63006;Dum Maaro Dum
17834;A Simple Wish
10873;Shadow of the Vampire
73937;The Big Year
5708;Control
15708;Latter Days
11798;This Is England
29146;Charly
133694;Promised Land
68924;The Ice Storm
58680;Woo
16337;The Texas Chainsaw Massacre 2
193613;Metallica: Through the Never
25208;The Caveman's Valentine
82684;Chasing Mavericks
28053;City Island
44639;Inside Job
14275;Hoop Dreams
21525;Tupac: Resurrection
209403;Bad Words
13405;The Children of Huang Shi
4107;Bloody Sunday
30309;Real Women Have Curves
49010;Hobo with a Shotgun
2453;Harley Davidson and the Marlboro Man
1415;Party Monster
641;Requiem for a Dream
1651;Mississippi Mermaid
30139;Phat Girlz
19419;Screwed
10876;Quills
41479;The Joneses
175541;Black Nativity
10317;Our Brand Is Crisis
13948;An American Carol
2652;Hard Candy
20542;Delgo
52067;Cedar Rapids
157386;The Spectacular Now
134597;The Collection
12634;The Big Bounce
4929;Hang 'em High
11468;The Salton Sea
245703;Midnight Special
44853;The Claim
33511;Nowhere Boy
36696;Space Dogs
256962;Little Boy
318850;The Young Messiah
43923;It's Kind of a Funny Story
10871;Switchback
14474;The Oh in Ohio
3033;Gods and Monsters
404;The Straight Story
25704;Post Grad
20009;Slackers
22267;Ride with the Devil
13991;College
1590;Copying Beethoven
74536;The Son of No One
11959;UHF
24621;Chasing Papi
152747;All Is Lost
27455;Foolish
2771;American Splendor
76;Before Sunrise
19052;Light It Up
84188;Compliance
80304;Casa de Mi Padre
159014;20 Feet from Stardom
152599;The Immigrant
25769;Carriers
49471;Get on the Bus
43947;I Spit on Your Grave
291270;Anomalisa
15581;Who's Your Caddy?
23570;The Pallbearer
14293;Poolhall Junkies
73873;Albert Nobbs
666;Central Station
14799;For Your Consideration
149;Akira
14662;Slums of Beverly Hills
311;Once Upon a Time in America
13158;Aqua Teen Hunger Force Colon Movie Film for Theaters
231576;Wish I Was Here
14337;Primer
83860;October Baby
335;Once Upon a Time in the West
19153;The Real Cancun
82631;Won't Back Down
16564;Winter in Wartime
244772;The Skeleton Twins
7504;Earth
75986;Love Letters
46838;Tucker and Dale vs. Evil
113464;Inchon
245916;Kill the Messenger
38717;Madison
25520;The House of Mirth
27585;Rabbit Hole
242575;Good Day, Ramon
13501;The Good Night
11446;Welcome to the Dollhouse
11217;Club Dread
184341;Hands of Stone
15660;Mommie Dearest
61752;Girl 6
31246;From Justin to Kelly
31909;Invaders from Mars
343795;90 Minutes in Heaven
10549;Hamlet
20763;Radio Flyer
9809;Let's Go to Prison
19556;Miss March
40688;Meet the Deedles
66195;The Perfect Host
74725;Kill List
14823;London to Brighton
31582;Flawless
82532;Jeff, Who Lives at Home
16172;Simply Irresistible
14425;PCU
1808;Velvet Goldmine
10288;Fido
34341;Men with Brooms
73532;Le Havre
20156;Exotica
507;Killing Zoe
47607;Tiny Furniture
46146;Troll Hunter
27360;King's Ransom
28005;Kama Sutra: A Tale of Love
30973;The Gospel of John
336004;Heist
78394;Sea Rex 3D: Journey to a Prehistoric World
86812;Sound of My Voice
13996;Bottle Shock
3902;I'm Not There
37080;Mother and Child
11129;Human Traffic
13510;Eden Lake
13973;Choke
340611;Indignation
76025;Shame
24126;Warlock: The Armageddon
41144;To Save a Life
17436;The Informers
14290;Better Luck Tomorrow
255343;Escobar: Paradise Lost
4723;Southland Tales
314385;By the Sea
16642;Days of Heaven
168705;BloodRayne
13982;8 Heads in a Duffel Bag
12271;Factory Girl
129139;The To Do List
60420;Like Crazy
50837;Martha Marcy May Marlene
44147;Wild Target
264656;The Homesman
23730;C.H.U.D.
301365;The Neon Demon
30141;The Singing Detective
57022;Sunshine State
36046;The Work and the Glory
181283;Child 44
10615;Pootie Tang
15797;Only the Strong
84355;Your Sister's Sister
45132;Super
13990;The Wackness
291;Riding Giants
2292;Clerks
248774;Obvious Child
18892;Jawbreaker
1024;Heavenly Creatures
79777;In the Land of Blood and Honey
22051;Adam
321;Mambo Italiano
25719;Shooting Fish
549;Basquiat
75531;Isn't She Great
203;Mean Streets
20178;World's Greatest Dad
15568;Gracie
38665;The Legend of the Lone Ranger
13537;Shattered Glass
32274;Cradle Will Rock
16448;Waiting for Guffman
176124;Home Run
500;Reservoir Dogs
3877;Things We Lost in the Fire
63020;The Perez Family
25461;Raising Victor Vargas
331190;Captive
11934;The Hudsucker Proxy
10683;Happiness
31174;Richard III
94072;Straight Out of Brooklyn
242095;The Signal
10894;May
89708;Samsara
20770;But I'm a Cheerleader
1956;Gerry
24664;Bamboozled
67911;Bucky Larson: Born to Be a Star
226354;The Christmas Candle
52032;My Dog Tulip
26371;Maurice
190955;Blood Ties
24469;Fish Tank
87499;The East
83588;Middle of Nowhere
13121;Teeth
47941;Under the Rainbow
13154;Showdown in Little Tokyo
14451;Dead Snow
73247;Heartbeeps
38153;Shadow Conspiracy
2293;Mallrats
73191;The Nutcracker
47502;Faithful
77949;The Awakening
342;Summer Storm
73981;Ayurveda: Art of Being
14112;Auto Focus
32456;Two Girls and a Guy
47890;Sphinx
50538;Evil Words
16148;Zero Effect
13853;The Clan of the Cave Bear
24066;Happy, Texas
55420;Another Earth
1546;Thumbsucker
39780;Oscar and Lucinda
246403;Tusk
14353;Repo! The Genetic Opera
72913;Amigo
55720;A Better Life
3082;Modern Times
38448;Ondine
157544;The Vatican Tapes
25379;The Blue Butterfly
43949;Flipped
1961;My Name Is Bruce
13508;Who Killed the Electric Car?
32316;Marci X
48382;The Book of Mormon Movie, Volume 1: The Journey
18734;L.I.E.
10972;Session 9
111190;Adore
28089;The Messenger
18923;A Home at the End of the World
250124;The Diary of a Teenage Girl
13197;10th & Wolf
18841;The Lost Skeleton of Cadavra
10822;Savage Grace
12901;No End in Sight
30128;I Hope They Serve Beer in Hell
64678;The Art of Getting By
5759;Baghead
39895;From a Whisper to a Scream
55123;Tumbleweeds
32395;The Greatest
58882;Snow Flower and the Secret Fan
24424;Ajami
110402;Hard to Be a God
4012;The Believer
192134;Dom Hemingway
31932;City of Ghosts
84200;For a Good Time, Call...
14022;Slacker
21612;The Funeral
12109;It's All Gone Pete Tong
44945;Trust
24227;Excessive Force
2009;4 Months, 3 Weeks and 2 Days
104755;The Lords of Salem
20653;Roadside Romeo
31640;Blood and Wine
20764;Sleep Dealer
101173;Coriolanus
12093;Lilya 4-ever
47889;Ruby in Paradise
45649;Rubber
14517;MirrorMask
50780;The Beaver
51995;Salvation Boulevard
905;Pandora's Box
21512;The Blood of Heroes
57120;Meek's Cutoff
27549;Beastmaster 2: Through the Portal of Time
91076;Illuminata
27551;The Barbarians
28165;The Toxic Avenger Part II
13173;The Ten
11600;Redacted
22256;Without Limits
33693;Funny Ha Ha
34647;Enter the Void
39800;Life During Wartime
10844;Out of the Blue
22805;Motherhood
110683;The Wicked Lady
123678;The Act of Killing
17113;The Ballad of Jack and Rose
1951;Manderlay
26672;The Thief and the Cobbler
12228;Inside Deep Throat
103328;Holy Motors
25784;Journey From the Fall
576;The Wild Bunch
42889;The Virginity Hit
253450;The Assassin
56666;Fiza
13075;Sherrybaby
58492;The Greatest Movie Ever Sold
12281;Mean Creek
12779;Swept Away
26306;Prefontaine
306745;Freeheld
78373;Dancer, Texas Pop. 81
14139;Timecrimes
13132;All the Real Girls
24356;Masked and Anonymous
47686;Dream with the Fishes
28260;Return of the Living Dead III
55561;Clockwatchers
400;Things to Do in Denver When You're Dead
14271;Beyond the Mat
79120;Weekend
244267;I Origins
14137;Beer League
46989;Blue Car
47088;The Extra Man
44835;Hesher
34769;Defendor
48463;Incident at Loch Ness
31007;Welcome to the Rileys
60422;Another Happy Day
13919;The Chumscrubber
44638;The Tempest
346;Seven Samurai
172533;Drinking Buddies
52015;Stake Land
13963;The Last Waltz
22556;The Yellow Handkerchief
10448;Rapa Nui
206296;The Last Five Years
77875;Playing for Keeps
13362;Taxi to the Dark Side
27723;Psycho Beach Party
18292;George Washington
8416;The Conformist
31668;All the Queen's Men
223485;Slow West
157293;ABCD
79940;Tim and Eric's Billion Dollar Movie
273899;Stonewall
287424;Maggie
271331;United Passions
71547;Fascination
11908;Hatchet
38033;Chain Letter
39055;Free Style
84318;The Other Dream Team
290864;Kung Fu Jungle
11546;Police Academy: Mission to Moscow
24746;Six-String Samurai
19204;The Beyond
88641;There Goes My Baby
206412;Lisa Picard Is Famous
139948;Burn
245846;Strangerland
38810;Dogtooth
43942;Freakonomics
39037;The Good Guy
18206;Alone With Her
42151;Down Terrace
16358;Eulogy
50601;5 Days of War
58428;The Innkeepers
57876;Area 51
13856;Special
26899;The Mudge Boy
244403;Rudderless
109729;The Canyons
251321;Aloft
78307;On the Outs
44754;Margaret
27004;Ca$h
34941;The Last Time I Committed Suicide
16155;Safe Men
292483;Not Cool
244783;Song One
103620;Maniac
244534;Happy Christmas
190847;The Last Days on Mars
119458;Supercapitalist
29715;Major Dundee
29015;The Specials
270938;Falcon Rising
91721;Nothing But a Man
25186;Janky Promoters
227707;The Adventurer: The Curse of the Midas Box
72766;Newlyweds
364083;Mi America
100275;Eddie: The Sleepwalking Cannibal
147767;Khiladi 786
45791;When Did You Last See Your Father?
14745;The Haunting of Molly Hartley
108346;Dreaming of Joseph Lees
