ID;Title
10643;Godzilla 2000: Millennium
284;The Apartment
2667;The Blair Witch Project
11249;Seed of Chucky
78698;Big Miracle
109418;Grown Ups 2
57825;Bride & Prejudice
88036;Sparkle
227973;The Peanuts Movie
308531;Teenage Mutant Ninja Turtles: Out of the Shadows
62213;Dark Shadows
2359;Sicko
238;The Godfather
12312;Joe Somebody
257344;Pixels
184315;Hercules
1831;The Next Best Thing
68727;Trance
274167;Daddy's Home
41402;Let Me In
16991;Observe and Report
1573;Die Hard 2
17708;Corky Romano
10740;Birth
10944;In the Cut
207;Dead Poets Society
34813;The Losers
10476;Hustle & Flow
2105;American Pie
71552;American Reunion
13435;Antwone Fisher
258509;Alvin and the Chipmunks: The Road Chip
205596;The Imitation Game
10386;The Iron Giant
629;The Usual Suspects
68734;Argo
1268;Mr. Bean's Holiday
39939;Super Troopers
41283;Faster
10743;Confidence
14191;Aquamarine
19724;Imagine That
4597;Armored
39437;Beloved
1116;The Wind That Shakes the Barley
12403;A Perfect Getaway
8681;Taken
11971;Much Ado About Nothing
14429;Drive Me Crazy
489;Good Will Hunting
1366;Rocky
37799;The Social Network
13460;Doomsday
13536;City by the Sea
225574;Non-Stop
10758;Waitress
4256;Scary Movie 3
14846;Little Black Book
22897;It's Complicated
302699;Central Intelligence
52449;Bad Teacher
6114;Bram Stoker's Dracula
214756;Ted 2
38093;Just Wright
766;Army of Darkness
43931;My Soul to Take
50546;Just Go with It
680;Pulp Fiction
2567;The Aviator
577;To Die For
224141;Into the Woods
228150;Fury
44943;Battle: Los Angeles
41733;Due Date
13960;ATL
16617;Mindhunters
11601;Stir of Echoes
17654;District 9
24961;The Wiz
16281;Creepshow
11866;Flight of the Phoenix
10368;Tea with Mussolini
6217;Cat People
51540;Horrible Bosses
158852;Tomorrowland
1696;The Devil's Rejects
59961;Safe House
296096;Me Before You
11336;The Dead Zone
5723;Once
72571;Paranormal Activity 3
42222;Julia
24266;The Man from Snowy River
19898;Pandorum
10571;Boys and Girls
45272;Country Strong
267860;London Has Fallen
38167;Eat Pray Love
10661;You Don't Mess with the Zohan
253412;Everest
1018;Mulholland Drive
130150;Labor Day
10312;Patch Adams
12690;Appaloosa
844;2046
951;Kindergarten Cop
277216;Straight Outta Compton
34584;The NeverEnding Story
11827;Heavy Metal
10550;Ballistic: Ecks vs. Sever
21610;Nighthawks
2642;Two Weeks Notice
11258;Hard Rain
12158;Vampire in Brooklyn
16110;Thomas and the Magic Railroad
26602;Summer Catch
193610;The Other Woman
1824;50 First Dates
1091;The Thing
72570;The Vow
102362;Dead Man Down
2900;The Astronaut's Wife
67913;The Guard
16577;Astro Boy
267935;The BFG
257211;The Intern
1581;The Holiday
10461;Get Carter
381902;The Monkey King 2
10878;Saving Silverman
23827;Paranormal Activity
12508;Rock Star
11411;Superman IV: The Quest for Peace
10279;Summer of Sam
423;The Pianist
10167;Half Past Dead
156022;The Equalizer
11702;The Replacement Killers
37137;The Naked Gun 2½: The Smell of Fear
13768;Tuck Everlasting
26388;Buried
11007;Cheaper by the Dozen
1685;Beneath the Planet of the Apes
70670;Headhunters
8953;Steamboy
13523;Sex Drive
58224;Mr. Popper's Penguins
12138;3000 Miles to Graceland
76203;12 Years a Slave
59981;Legends of Oz: Dorothy's Return
21349;Anywhere but Here
19912;The Final Destination
1090;The Thirteenth Floor
10663;The Waterboy
24137;An Ideal Husband
526;Ladyhawke
31867;Repo Men
376659;Bad Moms
10481;102 Dalmatians
11561;Sleeper
6575;Walk Hard: The Dewey Cox Story
22796;Simon Birch
1598;Cape Fear
688;The Bridges of Madison County
11529;Sweet Home Alabama
18357;The Country Bears
76493;The Dictator
262504;Allegiant
13600;City of Ember
4257;Scary Movie 4
5966;Along Came Polly
142;Brokeback Mountain
41436;Paranormal Activity 2
65057;The Descendants
11661;Joyeux Noel
18681;Eye of the Beholder
13067;In the Land of Women
670;Oldboy
120467;The Grand Budapest Hotel
12149;Frailty
9600;Big Momma's House
109431;Identity Thief
194;Amélie
109443;Anchorman 2: The Legend Continues
9515;The Matador
17134;12 Rounds
4233;Scream 2
19899;Couples Retreat
2022;Mr. Deeds
11495;Firestarter
117263;Olympus Has Fallen
11835;Death Sentence
100042;Dumb and Dumber To
20483;Catch That Kid
1770;Michael Collins
16643;Life or Something Like It
77948;The Cold Light of Day
11321;Seven Pounds
15644;Paparazzi
166424;Fantastic Four
44048;Unstoppable
77930;Magic Mike
22947;Up in the Air
20455;Digimon: The Movie
296098;Bridge of Spies
849;Krull
290595;The Huntsman: Winter's War
58431;Pride and Prejudice and Zombies
10708;Daddy Day Care
12637;New York, New York
4944;Burn After Reading
227306;Unbroken
179;The Interpreter
56715;Just Visiting
4234;Scream 3
87502;Flight
41823;Mo' Better Blues
11980;The Prophecy
2604;Born on the Fourth of July
91586;Insidious: Chapter 2
216282;Into the Storm
6557;27 Dresses
11065;O
41233;Step Up 3D
257445;Goosebumps
55779;Final Destination 5
5236;Kiss Kiss Bang Bang
19255;Away We Go
11901;High Plains Drifter
365222;Ip Man 3
6023;P.S. I Love You
1246;Rocky Balboa
273248;The Hateful Eight
152760;The Monuments Men
1125;Dreamgirls
60309;The Conspirator
4379;Monster-in-Law
25166;Drowning Mona
168530;Ride Along
61891;Anonymous
34086;Spaced Invaders
1381;The Fountain
59108;Tower Heist
14165;Ta Ra Rum Pum
208134;Jackass Presents: Bad Grandpa
205584;Gods of Egypt
106747;Machete Kills
71880;Jack and Jill
50544;Friends with Benefits
15070;Undisputed
6071;Kiss of Death
193756;Lone Survivor
2123;Me, Myself & Irene
41630;No Strings Attached
345911;Lights Out
14024;Raise Your Voice
4464;Seabiscuit
10384;Supernova
146216;RED 2
13680;The Game Plan
9662;The Triplets of Belleville
215;Saw II
7347;Elite Squad
454;Romeo + Juliet
4512;The Assassination of Jesse James by the Coward Robert Ford
132232;Mama
403;Driving Miss Daisy
13700;Home on the Range
51162;Winnie the Pooh
21311;I Dreamed of Africa
10676;Halloween III: Season of the Witch
12704;Ishtar
13483;Awake
294272;Pete's Dragon
2687;Memoirs of an Invisible Man
55347;Beginners
18701;Being Julia
82990;Paranormal Activity 4
12770;Stealing Harvard
7973;Caramel
62838;New Year's Eve
4248;Scary Movie 2
10416;What Planet Are You From?
271718;Trainwreck
562;Die Hard
223702;Sausage Party
16441;The Beastmaster
22314;In Too Deep
27936;Micmacs
838;American Graffiti
11194;Touching the Void
18480;Brüno
29193;The Spanish Prisoner
11565;Big Momma's House 2
11467;America's Sweethearts
107846;Escape Plan
74534;The Best Exotic Marigold Hotel
10637;Remember the Titans
193893;Let's Be Cops
28211;Chloe
41439;Saw 3D
10739;Anything Else
12610;Osmosis Jones
1164;Babel
33909;Wall Street: Money Never Sleeps
4584;Sense and Sensibility
137093;Last Vegas
196867;Annie
257088;Point Break
318846;The Big Short
3021;1408
168;Star Trek IV: The Voyage Home
10678;Bringing Down the House
26748;Lone Star
11287;A League of Their Own
36647;Blade
1584;School of Rock
92182;Silent House
4347;Atonement
10395;Wolf
2312;In the Name of the King: A Dungeon Siege Tale
1819;You, Me and Dupree
83542;Cloud Atlas
10625;Mean Girls
11208;Wicker Park
8337;They Live
24803;Julie & Julia
46889;Living Out Loud
16072;Gods and Generals
266647;Pan
12133;Step Brothers
232672;Blended
11191;Mystic Pizza
27322;Love Jones
15268;Street Fighter: The Legend of Chun-Li
1667;March of the Penguins
12142;Alone in the Dark
11022;Narc
46138;Made in Dagenham
225886;Sex Tape
109414;This Is the End
40160;Meteor
319;True Romance
29064;The Omega Code
10246;Porky's
782;Gattaca
14113;Zoom
10327;Legally Blonde 2: Red, White & Blonde
323675;Ride Along 2
1677;Ray
436;Maria Full of Grace
18079;Nine Queens
11027;The Postman Always Rings Twice
266856;The Theory of Everything
20697;Ready to Rumble
1165;The Queen
227783;The Nut Job
22954;Invictus
14854;Lone Wolf McQuade
609;Poltergeist
146233;Prisoners
23367;Bandslam
4348;Pride & Prejudice
300168;Dragon Blade
4911;Dark Blue
14120;End of the Spear
86825;Stoker
2255;Chasing Amy
11644;Blow Out
88042;Parental Guidance
153;Lost in Translation
11072;Blazing Saddles
2251;Unfaithful
332567;The Shallows
4836;Layer Cake
316727;The Purge: Election Year
1809;The Rules of Attraction
18885;3 Ninjas Kick Back
264999;Magic Mike XXL
13579;The Longshots
292;Dave Chappelle's Block Party
55787;Water for Elephants
15189;Hotel for Dogs
16112;The Adventures of Elmo in Grouchland
866;Finding Neverland
6466;Freddy vs. Jason
37903;The White Ribbon
2925;The First Wives Club
11954;Lifeforce
11361;Halloween 5: The Revenge of Michael Myers
132363;The Butler
71688;The Iron Lady
2610;Shopgirl
2789;The Chronicles of Riddick
11036;The Notebook
2288;Closer
10521;Bride Wars
68737;Seventh Son
12153;White Chicks
280092;Insidious: Chapter 3
6615;Lars and the Real Girl
2162;Chill Factor
140823;Saving Mr. Banks
259694;How to Be Single
238636;The Purge: Anarchy
257091;Get Hard
8885;Waltz with Bashir
13155;Return to Oz
5172;The Astronaut Farmer
46528;The Warrior's Way
333371;10 Cloverfield Lane
60308;Moneyball
175574;Free Birds
29463;Krush Groove
299687;The 5th Wave
15074;Extreme Ops
765;Evil Dead II
510;One Flew Over the Cuckoo's Nest
325133;Neighbors 2: Sorority Rising
48340;Sanctum
170687;The Boxtrolls
203801;The Man from U.N.C.L.E.
227159;Horrible Bosses 2
256961;Paul Blart: Mall Cop 2
10781;The Texas Chainsaw Massacre: The Beginning
3049;Ace Ventura: Pet Detective
15992;Abandon
1878;Fear and Loathing in Las Vegas
44603;Hereafter
5550;RoboCop 3
21345;City of Life and Death
10761;Made of Honor
22821;The Boondock Saints II: All Saints Day
2755;About Schmidt
20533;Jonah Hex
77953;The Campaign
12257;Home Fries
296099;Vacation
198184;Chappie
3512;Under Siege 2: Dark Territory
2110;Wasabi
242512;Ouija
14396;Code Name: The Cleaner
25941;Harry Brown
194662;Birdman or (The Unexpected Virtue of Ignorance)
10314;She's All That
11638;Guess Who
157353;Transcendence
77987;Only God Forgives
57214;Project X
240;The Godfather Part II
19908;Zombieland
10705;Henry V
10496;Bats
14629;Woman on Top
76487;The Devil Inside
13922;The Great Raid
12090;Just Married
236751;Heaven Is for Real
17707;Brokedown Palace
274479;Joy
550;Fight Club
40001;Mrs. Winterbourne
218778;Alexander and the Terrible, Horrible, No Good, Very Bad Day
588;Silent Hill
773;Little Miss Sunshine
226486;Tammy
9563;Any Given Sunday
205220;Philomena
12103;Don't Say a Word
17709;Dudley Do-Right
261023;Black Mass
49018;Insidious
26320;Taking Woodstock
77877;The Lucky One
160588;Blue Jasmine
42188;Never Let Me Go
211954;Instructions Not Included
16222;Whatever It Takes
39053;Cyrus
314365;Spotlight
11353;Bowfinger
11863;Jade
298312;The Visit
1640;Crash
1817;Phone Booth
112949;Safe Haven
309809;The Little Prince
109428;Evil Dead
228326;The Book of Life
41446;Scream 4
1954;The Butterfly Effect
1585;It's a Wonderful Life
5038;Vicky Cristina Barcelona
88005;Seeking a Friend for the End of the World
23483;Kick-Ass
67660;Think Like a Man
10045;District B13
62837;Dolphin Tale
4551;Be Cool
2752;40 Days and 40 Nights
109410;42
935;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
14283;The Red Violin
11519;1941
2018;The Wedding Planner
10629;Veronica Guerin
291870;Dirty Grandpa
271969;Ben-Hur
22215;Chéri
231;Syriana
205775;In the Heart of the Sea
45317;The Fighter
10992;Cats & Dogs
303858;Money Monster
37931;MacGruber
11013;Secretary
1586;Secret Window
10950;I Am Sam
15373;Role Models
16538;I Love You, Man
307081;Southpaw
94329;The Raid
113947;The Sessions
227348;Paranormal Activity: The Marked Ones
16871;Drag Me to Hell
6439;Racing Stripes
302688;My Big Fat Greek Wedding 2
1588;Bring It On
1621;Trading Places
2832;Identity
96721;Rush
21338;Stone Cold
42297;Burlesque
228194;The Hundred-Foot Journey
16353;Ong Bak 2
158015;The Purge
14299;Cadillac Records
89492;This Is 40
11507;Body Double
184346;Deliver Us from Evil
16995;State of Play
2277;Bicentennial Man
11635;Old School
12484;The Forsaken
4965;Impostor
188161;A Million Ways to Die in the West
38778;Dinner for Schmucks
3034;Young Frankenstein
2669;The Bounty
268238;The Second Best Exotic Marigold Hotel
10929;Willard
286565;Paper Towns
10890;Stripes
328387;Nerve
2185;Big Trouble
273481;Sicario
11190;The Return
133805;Carrie
11090;The Animal
38579;Marmaduke
205587;The Judge
107;Snatch
813;Airplane!
14811;Fiddler on the Roof
4133;Blow
48988;Hall Pass
43593;Piranha 3D
11978;Men of Honor
4518;Elizabeth
18276;Hoot
1690;Hostel
40264;Vampires Suck
145220;Muppets Most Wanted
711;Finding Forrester
15582;Teen Wolf Too
323676;The Boss
249164;If I Stay
11592;Serial Mom
783;Gandhi
34806;The Back-Up Plan
10611;Barbershop
100241;I, Frankenstein
3509;A Scanner Darkly
203833;The Book Thief
10316;The Ides of March
82650;Diary of a Wimpy Kid: Dog Days
33217;Diary of a Wimpy Kid
5353;The Hunting Party
4148;Revolutionary Road
10428;Hackers
14635;The Rookie
1931;Stomp the Yard
4513;30 Days of Night
49520;The Change-Up
37735;Easy A
141;Donnie Darko
4011;Beetlejuice
10333;The Prince of Tides
152737;August: Osage County
339984;Miracles from Heaven
10400;The Hurricane
321258;The Boy
17994;Witchboard
14578;Outside Providence
15158;Phantasm II
104;Run Lola Run
287948;The Transporter Refueled
60307;Diary of a Wimpy Kid: Rodrick Rules
17339;Force 10 from Navarone
872;Singin' in the Rain
627;Trainspotting
146304;The Best Man Holiday
20829;Funny People
241554;Run All Night
254473;Brick Mansions
11692;The Adventures of Pluto Nash
948;Halloween
184098;Think Like a Man Too
11066;Boomerang
14351;Crossover
5176;3:10 to Yuma
582;The Lives of Others
10765;Private Benjamin
16363;The Best Little Whorehouse in Texas
1257;Because I Said So
2959;License to Wed
50725;Take Me Home Tonight
23759;Centurion
10313;The Men Who Stare at Goats
11812;The Sweetest Thing
158011;The Call
15256;200 Cigarettes
164558;One Direction: This Is Us
10991;Pokémon 3: The Movie
22804;Saw VI
46738;Incendies
235260;Son of God
12088;Fortress
209451;Jersey Boys
16769;Coal Miner's Daughter
44564;The Dilemma
1779;Roger & Me
227156;The Giver
273895;Selma
11397;Not Another Teen Movie
10353;The Visitors II: The Corridors of Time
1792;Stuck on You
1921;Sweet November
293863;The Age of Adaline
10402;Deuce Bigalow: Male Gigolo
979;Irreversible
11690;Bloodsport
24034;Teacher's Pet
243938;Hot Tub Time Machine 2
14292;Miracle
586;Wag the Dog
202575;The House of Magic
243940;The Lazarus Effect
10377;My Cousin Vinny
10806;In & Out
270487;Hail, Caesar!
198277;Begin Again
3179;Beavis and Butt-Head Do America
11351;Jeepers Creepers 2
228205;The Longest Ride
116613;The Sweeney
10226;High Tension
1683;The Reaping
146238;Runner Runner
17610;Year One
10468;28 Days
167073;Brooklyn
287903;Krampus
304357;Woman in Gold
188207;The Legend of Hercules
285783;The Walk
794;The Omen
1887;Marie Antoinette
35688;Why Did I Get Married Too?
504;Monster
11439;The Ghost Writer
39486;Secretariat
139038;A Haunted House
30379;Megiddo: The Omega Code 2
4967;Keeping the Faith
51828;One Day
182;The Good German
522;Ed Wood
328425;The Gift
169917;A Walk Among the Tombstones
11648;Must Love Dogs
87428;That's My Boy
11460;Red Eye
650;Boyz n the Hood
62630;The Devil's Double
27380;MegaForce
1123;Catch a Fire
377;A Nightmare on Elm Street
329833;Zoolander 2
43933;Monsters
1360;Frida
5915;Into the Wild
23169;Remember Me
17202;Why Did I Get Married?
152532;Dallas Buyers Club
10647;Pay It Forward
1378;Shortbus
18736;The Lizzie McGuire Movie
13025;Diary of the Dead
21755;The Brothers Bloom
62204;Quest for Fire
64685;Extremely Loud & Incredibly Close
5072;Severance
2539;Spanglish
239563;St. Vincent
76489;The Three Stooges
16619;Ordinary People
15745;Made
10477;Driven
11551;Small Soldiers
3291;Good Night, and Good Luck.
192141;No Escape
13006;Split Second
16620;La Bamba
72207;The Five-Year Engagement
23685;Monkeybone
31915;Prophecy
136835;No Good Deed
175555;A Madea Christmas
283445;Sinister 2
13920;Radio
192102;3 Days to Kill
6488;Arachnophobia
36047;The In Crowd
10696;Glitter
228970;Wild
241251;The Boy Next Door
227735;Dolphin Tale 2
11873;The Color of Money
300673;The Finest Hours
10385;Hanging Up
1957;Enough
26367;I Can Do Bad All By Myself
10861;Maximum Risk
268920;Hot Pursuit
146239;Delivery Man
18041;Gossip
14359;Doubt
16608;The Proposition
321741;Concussion
242582;Nightcrawler
1103;Escape from New York
10393;The Replacements
36691;Solitary Man
762;Monty Python and the Holy Grail
293670;The Wailing
1259;Notes on a Scandal
34016;She's Out of My League
451;Leaving Las Vegas
2290;Jakob the Liar
398;Capote
407887;Operation Chromite
222899;About Last Night
87825;Trouble with the Curve
11778;The Deer Hunter
315664;Florence Foster Jenkins
1523;The Last King of Scotland
48034;Little White Lies
334;Magnolia
3558;Girl, Interrupted
37950;Charlie St. Cloud
1883;Malcolm X
4421;G.I. Jane
85350;Boyhood
107811;21 & Over
259943;Coming Home
786;Almost Famous
152601;Her
210860;Mortdecai
16651;The Other Side of Heaven
43959;Soul Surfer
11683;Land of the Dead
12106;The Quick and the Dead
769;GoodFellas
2196;Death at a Funeral
10718;Torque
2447;The Nativity Story
73567;Killer Joe
1781;An Inconvenient Truth
119283;Parker
10390;For Love of the Game
335778;Risen
185008;Yeh Jawaani Hai Deewani
228203;McFarland, USA
48289;The Debt
225565;That Awkward Moment
238603;Earth to Echo
34043;On the Line
64807;Grudge Match
1365;Monster's Ball
1999;In the Bedroom
3116;Midnight Cowboy
694;The Shining
284293;Still Alice
12163;The Wrestler
11676;Nothing to Lose
157547;Oculus
82505;House at the End of the Street
84332;Safety Not Guaranteed
592;The Conversation
10585;Child's Play
116741;The Internship
272878;Max
10673;Wall Street
272693;The DUFF
11170;We Are Marshall
13335;Harold & Kumar Escape from Guantanamo Bay
4995;Boogie Nights
1646;Freedom Writers
204082;Homefront
10734;Escape from Alcatraz
14033;Soul Survivors
276907;Legend
299245;The Gallows
11770;Shaolin Soccer
333348;Love the Coopers
23479;The Bad News Bears
26022;My Name Is Khan
10358;Zack and Miri Make a Porno
256274;As Above, So Below
177;The Fisher King
50035;Lovely & Amazing
82687;The Guilt Trip
13596;My Best Friend's Girl
12277;Undercover Brother
590;The Hours
6552;Idle Hands
11823;Wimbledon
46332;Of Gods and Men
8879;Pale Rider
239678;This Is Where I Leave You
25189;The Mirror Has Two Faces
49049;Dredd
58151;Fright Night
18840;The White Countess
12177;The Love Guru
9067;Tank Girl
20857;Hardball
713;The Piano
23706;All About Steve
252;Willy Wonka & the Chocolate Factory
77;Memento
25678;American Ninja 2: The Confrontation
11977;Caddyshack
37414;The Killer Inside Me
59678;Attack the Block
4958;The Legend of Bagger Vance
687;Dead Man Walking
11452;National Lampoon's Van Wilder
40807;50/50
284536;The Gambler
1975;The Grudge 2
429;The Good, the Bad and the Ugly
12658;Someone Like You...
93856;Chernobyl Diaries
17332;The Soloist
198185;Million Dollar Arm
23618;The Original Kings of Comedy
957;Spaceballs
76349;1911
44944;For Colored Girls
64689;Killing Them Softly
16858;All That Jazz
17264;The Black Stallion
11442;Halloween: Resurrection
57119;Jumping the Broom
329440;The Forest
11086;The Majestic
2977;Becoming Jane
925;Do the Right Thing
295964;Burnt
79316;Devil's Due
14177;Beauty Shop
18947;The Boat That Rocked
35169;Furry Vengeance
55465;A Very Harold & Kumar Christmas
10970;Silent Movie
25643;Love Happens
19265;Whatever Works
24662;Cats Don't Dance
29912;The Robe
239571;The Best of Me
11186;Child's Play 2
1691;Hostel: Part II
72213;Courageous
1430;Bowling for Columbine
60599;Arbitrage
264644;Room
75900;My Week with Marilyn
290751;Secret in Their Eyes
10935;Heaven's Gate
28121;A Thin Line Between Love and Hate
39781;The Kids Are All Right
859;Dangerous Liaisons
16162;The Best Man
11973;Thirteen Days
20616;Swimfan
321697;Steve Jobs
15186;Full Frontal
14624;The Ultimate Gift
11042;The Barbarian Invasions
228066;Victor Frankenstein
226857;Endless Love
12498;Sling Blade
13411;Malibu's Most Wanted
11056;Darkness
41469;Next Stop Wonderland
2294;Jay and Silent Bob Strike Back
227;The Outsiders
13260;Semi-Pro
10426;Friday After Next
14438;Fireproof
239566;Get on Up
17186;Supercross
11004;Wonder Boys
84892;The Perks of Being a Wallflower
84329;Robot & Frank
227719;Project Almanac
86838;Seven Psychopaths
473;Pi
86829;Inside Llewyn Davis
2088;Romeo Is Bleeding
25195;Leap Year
254904;The November Man
87818;Movie 43
10592;Hart's War
10436;The Age of Innocence
181330;Kevin Hart: Let Me Explain
38303;You Again
10388;The Limey
238615;Self/less
1833;Rent
10591;The Girl Next Door
512;Scoop
19994;Jennifer's Body
157849;A Most Wanted Man
21461;Lage Raho Munna Bhai
3635;Girl with a Pearl Earring
70868;I Don't Know How She Does It
12573;A Serious Man
10985;The New Guy
64720;Take Shelter
30497;The Texas Chain Saw Massacre
72113;Carnage
598;City of God
13824;Superstar
4953;Be Kind Rewind
63492;What's Your Number?
14047;The Great Debaters
232679;When the Game Stands Tall
747;Shaun of the Dead
27586;The Runaways
86837;Amour
764;The Evil Dead
14048;Man on Wire
10523;W.
13994;Romance & Cigarettes
26352;A Low Down Dirty Shame
4251;Veer-Zaara
11132;Confessions of a Teenage Drama Queen
10712;Far from Heaven
14536;New in Town
15389;Metropolitan
39141;Tadpole
87093;Big Eyes
200505;Draft Day
8841;The Class
103;Taxi Driver
1946;eXistenZ
13064;Airborne
100;Lock, Stock and Two Smoking Barrels
278;The Shawshank Redemption
68722;The Master
11354;The Upside of Anger
10557;East Is East
10634;Friday
30943;The Deep End of the Ocean
13888;Return to the Blue Lagoon
2575;The Tailor of Panama
129670;Nebraska
20766;The Road
16406;Dick
48231;A Dangerous Method
124459;The Incredible Burt Wonderstone
37964;Brown Sugar
192136;Mandela: Long Walk to Freedom
38843;Ramona and Beezus
2666;Dark City
13342;Fast Times at Ridgemont High
10535;Spy Hard
14202;The Painted Veil
2295;Clerks II
17182;Eye for an Eye
38223;Harriet the Spy
10560;Center Stage
222936;Aloha
45658;Everything Must Go
24684;An Education
1955;The Elephant Man
12506;Cry Freedom
10445;Shadowlands
38363;Fair Game
284296;Top Five
285923;Grindhouse
184345;A Haunted House 2
253235;And So It Goes
209263;Enough Said
45610;Machine Gun Preacher
45958;Biutiful
316152;Free State of Jones
11543;Kingpin
1544;Imagine Me & You
34653;A Single Man
179144;The Great Beauty
293646;The 33
59968;Our Idiot Brother
323677;Race
5125;Rendition
1412;sex, lies, and videotape
87729;Jefferson in Paris
6440;The Shipping News
4997;Wonderland
11240;My Beautiful Laundrette
60243;A Separation
50647;Wanderlust
11313;Hearts in Atlantis
127560;The Railway Man
34723;The Adventures of Huck Finn
11282;Harold & Kumar Go to White Castle
1429;25th Hour
33870;Mao's Last Dancer
4550;Lady Vengeance
10774;Network
2176;The Glass House
347126;God's Not Dead 2
10646;Tomcats
59440;Warrior
19848;The Players Club
1245;The Remains of the Day
147773;The Way Way Back
58048;Shanghai Surprise
20737;Air Bud
18615;Fur: An Imaginary Portrait of Diane Arbus
1578;Raging Bull
13820;Repo Man
18533;Bronson
57157;Young Adult
11152;The Ruins
175528;Baggage Claim
302;Swimming Pool
6521;The Contender
11453;Deuce Bigalow: European Gigolo
25462;Two Can Play That Game
2355;Reign Over Me
245700;Mr. Turner
144336;Sabotage
72358;A Thousand Words
18147;Unaccompanied Minors
87567;The Big Wedding
16232;Mr. 3000
1989;My Blueberry Nights
11162;The Merchant of Venice
13498;Man of the House
253331;Black or White
9656;Black Christmas
34563;Our Family Wedding
11025;New York Minute
24977;Michael Jordan to the Max
837;Videodrome
351819;Fifty Shades of Black
84175;Beasts of the Southern Wild
127493;Stolen
325789;The Infiltrator
14012;Flicka
11257;A Room with a View
342521;Keanu
97430;The Man with the Iron Fists
23049;My Life in Ruins
32275;Duel in the Sun
71157;Polisse
16727;The Namesake
10802;Showgirls
20794;Novocaine
36355;Flipper
2989;Roar
62676;Limbo
2895;The Apostle
2013;The Diving Bell and the Butterfly
68812;The Iceman
218043;Left Behind
50839;Margin Call
152742;The Best Offer
20337;Martin Lawrence Live: Runteldat
97614;Deadfall
13751;Akeelah and the Bee
1988;A Mighty Heart
10622;Mr. Nice Guy
13370;A Mighty Wind
1947;An Unfinished Life
144340;Admission
11499;Frost/Nixon
10664;[REC]²
15237;De-Lovely
103663;The Hunt
14144;Daddy Day Camp
31175;Soul Kitchen
44009;Another Year
26963;The Secret of Kells
11624;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
26618;Clay Pigeons
308639;Dope
11298;The Howling
22787;Whiteout
2662;House of 1000 Corpses
11357;Halloween 4: The Return of Michael Myers
201088;Blackhat
241257;Regression
157354;Fruitvale Station
46503;All Good Things
235271;Addicted
53457;Sarah's Key
22597;The Broken Hearts Club: A Romantic Comedy
22074;Capitalism: A Love Story
11306;Extreme Measures
312221;Creed
191714;The Lunchbox
16614;Adventureland
18550;Fled
11545;Rushmore
11184;Kinsey
49852;The Nutcracker: The Untold Story
14395;Kabhi Alvida Naa Kehna
13476;Win a Date with Tad Hamilton!
11470;Jason X
11093;House of Sand and Fog
14976;Rachel Getting Married
12771;Serving Sara
10691;Crazy/Beautiful
3682;54
70829;The Last Godfather
22798;Whip It
109417;Battle of the Year
26171;Everybody's Fine
10362;Two Lovers
10984;Valentine
17187;The Emperor's Club
13090;Sunshine Cleaning
11889;Iris
11632;Vanity Fair
17170;Bright Lights, Big City
29076;Gun Shy
32235;Northfork
32740;Krrish
58051;Housefull
62215;Melancholia
339408;The Birth of a Nation
14729;The Long Riders
256917;The Water Diviner
204922;Before I Go to Sleep
46705;Blue Valentine
15487;The Greatest Game Ever Played
164457;Out of the Furnace
17813;Alex & Emma
10280;Thinner
19840;I Love You, Beth Cooper
19905;The Goods: Live Hard, Sell Hard
209274;Ida
146203;The Last Exorcism Part II
27569;Extraordinary Measures
18975;The Adventures of Pinocchio
14557;Dead Man on Campus
10987;Halloween: The Curse of Michael Myers
71805;Shipwrecked
6106;Salvador
11876;The Horseman on the Roof
45153;Eve's Bayou
1440;Little Children
12657;Soul Plane
39210;Somewhere
14369;Out Cold
171274;Inherent Vice
302156;Criminal
2074;Flirting with Disaster
241771;Beyond the Lights
18886;Flight of the Intruder
391;A Fistful of Dollars
239573;Unfinished Business
309425;Do You Believe?
29963;Bright Star
13166;Freddy Got Fingered
10925;The Return of the Living Dead
10306;Poltergeist III
848;Dragonslayer
13805;Disaster Movie
13776;Diner
16784;Welcome to Mooseport
10283;Friday the 13th Part VIII: Jason Takes Manhattan
16288;Creepshow 2
28353;How to Be a Player
12120;My Stepmother Is an Alien
39013;Winter's Bone
16888;The Ladies Man
10858;Nixon
13496;American Outlaws
266396;The Gunman
10760;Sydney White
75638;Red Lights
15005;One Night with the King
546;Transamerica
31908;Ghosts of Mississippi
11109;Vera Drake
83686;The Words
14434;I Think I Love My Wife
595;To Kill a Mockingbird
24940;Head Over Heels
10105;Saints and Soldiers
244786;Whiplash
10397;Angela's Ashes
25636;Jesus' Son
13191;War, Inc.
16028;They
1542;Office Space
15394;Owning Mahowny
10655;Gettysburg
15049;Bon Cop Bad Cop
146198;Triple 9
16428;Breakin' All the Rules
18777;Slow Burn
228967;The Interview
19316;Saving Face
14844;Chasing Liberty
27404;My Big Fat Independent Movie
12586;Bella
28902;In Dreams
41110;I Am Love
18475;The Cookout
241239;A Most Violent Year
25066;Tales from the Hood
84174;Bachelorette
89325;Darling Companion
7913;Rang De Basanti
34314;Turbulence
82679;Fun Size
14295;You Can Count on Me
132344;Before Midnight
301351;We Are Your Friends
10707;The Squid and the Whale
48572;Red State
704;A Hard Day's Night
12509;Pollock
13539;Here on Earth
